Código Puesto,Nombre Puesto,Mesa,Código Comuna,Nombre Comuna,Nombre Partido,Nombre Candidato,Total Votos
13,POLO CLUB,8,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
18,LA MUEQUETA,4,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,ISERRA 100,21,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,ISERRA 100,7,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,ISERRA 100,8,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,SAN MIGUEL,3,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
26,JORGE ELIECER GAITAN SEDE B PRIMARIA,6,12,LOCALIDAD 12 BARRIOS UNIDOS,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,DIVINO SALVADOR,15,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,COLEGIO MONTEHELENA,10,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,QUINTA PAREDES B,16,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,QUINTA PAREDES B,23,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,QUINTA PAREDES B,6,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,QUINTA PAREDES B,9,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
17,LA MAGDALENA,9,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,CIUDAD SALITRE,6,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
33,CENTRO COMERCIAL GALERIAS,1,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
33,CENTRO COMERCIAL GALERIAS,8,13,LOCALIDAD 13 TEUSAQUILLO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,LA ESTANZUELA,15,14,LOCALIDAD 14 MARTIRES,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
7,VERAGUAS,10,14,LOCALIDAD 14 MARTIRES,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,EDUARDO SANTOS,4,14,LOCALIDAD 14 MARTIRES,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,LA REBECA,2,14,LOCALIDAD 14 MARTIRES,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
17,SALON COMUNAL SANTA ISABEL,9,14,LOCALIDAD 14 MARTIRES,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,POLICARPA,25,15,LOCALIDAD 15 ANTONIO NARIÑO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,POLICARPA,6,15,LOCALIDAD 15 ANTONIO NARIÑO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SAN ANTONIO,12,15,LOCALIDAD 15 ANTONIO NARIÑO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SAN ANTONIO,13,15,LOCALIDAD 15 ANTONIO NARIÑO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
12,VILLA MAYOR,10,15,LOCALIDAD 15 ANTONIO NARIÑO,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,DELICIAS MUZU,19,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SANTA MATILDE,13,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,SANTA MATILDE,9,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,ALCALDIA PUENTE ARANDA,17,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,ALCALDIA PUENTE ARANDA,20,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
10,SALAZAR GOMEZ,4,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,COLON,17,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,COLON,20,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,EL TEJAR,16,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,EL TEJAR,17,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,EL TEJAR,2,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
19,EL TEJAR,7,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
20,ALQUERIA,2,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
20,ALQUERIA,3,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,ALCALA,13,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,ALCALA,23,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
21,ALCALA,24,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
24,LOS SAUCES,9,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
29,SALÓN COMUNAL LA TRINIDAD,3,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
31,EL REMANZO,6,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
36,LUIS CARLOS GALAN SARMIENTO,7,16,LOCALIDAD 16 PUENTE ARANDA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,LA CONCORDIA,23,17,LOCALIDAD 17 CANDELARIA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,MURILLO TORO,10,17,LOCALIDAD 17 CANDELARIA,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
3,BRAVO PAEZ,13,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
8,ALEJANDRO OBREGON GUSTAVO REST,9,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,CENTRAL QUIROGA,10,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
11,CENTRAL QUIROGA,14,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
22,LOS MOLINOS II SECTOR,18,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,PALERMO SUR,14,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
28,SAN AGUSTIN SUR,4,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
56,COLEGIO  RESTREPO MILLAN SEDE  A,5,18,LOCALIDAD 18 RAFAEL URIBE URIB,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,MEXICO,4,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,MEXICO,42,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
5,MEXICO,7,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
6,LUCERO MEDIO,10,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,2
9,JERUSALEN (EL TANQUE),15,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,ARBORIZADORA BAJA,20,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
13,ARBORIZADORA BAJA,32,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
15,ISMAEL PERDOMO,30,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
23,MANUELA BELTRAN,2,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
27,VILLA GLORIA SUR,3,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
28,GALICIA,20,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
30,CASAVIANCA,3,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
30,CASAVIANCA,4,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
31,CASONA DEL LIBERTADOR,32,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
45,JOSE CELESTINO MUTIS,5,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
46,BONAVISTA,25,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
49,LAS QUINTAS,1,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
54,LA CORUÑA - LICEO CONTADORA,3,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
54,LA CORUÑA - LICEO CONTADORA,7,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
66,CASA DE LA CULTURA CIUDAD BOLIVAR,2,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
68,ROGELIO SALMONA,4,19,LOCALIDAD 19 CIUDAD BOLIVAR,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,PUESTO CENSO(FERIA EXPOSICION),250,0,NACIONAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,PUESTO CENSO(FERIA EXPOSICION),261,0,NACIONAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,PUESTO CENSO(FERIA EXPOSICION),34,0,NACIONAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,PUESTO CENSO(FERIA EXPOSICION),64,0,NACIONAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
1,PUESTO CENSO(FERIA EXPOSICION),68,0,NACIONAL,PARTIDO CONSERVADOR - PARTIDO COLOMBIA JUSTA LIBRES,NICOLAS SANCHEZ SALAZAR,1
